Config: 
 {
  "model_name": "dsc_cifar_10p_data_100p_params",
  "num_classes": 10,
  "in_features": 1024,
  "epochs": 100,
  "batch_size": 32,
  "lr": 0.01,
  "lr_decay": false,
  "train_p": 9.0,
  "test_p": 100,
  "dnn_config": {
    "layers": [
      150,
      100,
      10
    ]
  },
  "early_stopping": true,
  "patience": 5,
  "valid_p": 1.0,
  "optimizer": "adam"
} 

CIFAR-10 Dataset:
Training on 4500 samples (9.0% of 50000) 
Valid on 500 samples (1.0% of 50000)
Test on 10000 samples (100% of 10000)

Files already downloaded and verified
Files already downloaded and verified
Running test for every 1 epoch
Model: 

LinearClassifierDSC(
  (layers): ModuleList(
    (0): Linear(in_features=1024, out_features=150, bias=True)
    (1): Linear(in_features=1174, out_features=100, bias=True)
    (2): Linear(in_features=1274, out_features=10, bias=True)
  )
  (relu_activation): ReLU()
  (softmax_activation): LogSoftmax()
)


Summary: 

----------------------------------------------------------------
        Layer (type)               Output Shape         Param #
================================================================
            Linear-1                  [-1, 150]         153,750
              ReLU-2                  [-1, 150]               0
            Linear-3                  [-1, 100]         117,500
              ReLU-4                  [-1, 100]               0
            Linear-5                   [-1, 10]          12,750
            Linear-6                   [-1, 10]          12,750
        LogSoftmax-7                   [-1, 10]               0
================================================================
Total params: 296,750
Trainable params: 296,750
Non-trainable params: 0
----------------------------------------------------------------
Input size (MB): 0.00
Forward/backward pass size (MB): 0.00
Params size (MB): 1.13
Estimated Total Size (MB): 1.14
----------------------------------------------------------------


Train Epoch: 1 | Loss: 2.607779 | Acc: 0.2157| MSE: 0.0963 || V Loss: 2.5074| V Acc: 0.2668| V MSE: 0.0914| CS: ({'0': 0.5, '1': 0.65, '2': 0.21, '3': 0.48, '4': 0.31, '5': 0.6, '6': 0.43, '7': 0.47, '8': 0.59, '9': 0.57}, 0.48)
Test | NLL Loss: 3.499668 | Acc: 0.3049 | MSE: 0.1041226474859844| CS: ({'0': 0.74, '1': 0.83, '2': 0.72, '3': 0.72, '4': 0.67, '5': 0.79, '6': 0.74, '7': 0.84, '8': 0.8, '9': 0.79}, 0.76)
Train Epoch: 17 | Loss: 0.548126 | Acc: 0.8320| MSE: 0.0253 || V Loss: 3.4521| V Acc: 0.3438| V MSE: 0.1001| CS: ({'0': 0.81, '1': 0.77, '2': 0.56, '3': 0.89, '4': 0.8, '5': 0.82, '6': 0.64, '7': 0.85, '8': 0.76, '9': 0.79}, 0.77)
Test | NLL Loss: 3.584302 | Acc: 0.3159 | MSE: 0.10337025869768648| CS: ({'0': 0.8, '1': 0.84, '2': 0.67, '3': 0.72, '4': 0.69, '5': 0.76, '6': 0.7, '7': 0.87, '8': 0.81, '9': 0.84}, 0.77)
Train Epoch: 18 | Loss: 0.482754 | Acc: 0.8480| MSE: 0.0227 || V Loss: 3.7939| V Acc: 0.2969| V MSE: 0.1062| CS: ({'0': 0.73, '1': 0.85, '2': 0.57, '3': 0.94, '4': 0.75, '5': 0.73, '6': 0.78, '7': 0.8, '8': 0.83, '9': 0.93}, 0.79)
Test | NLL Loss: 3.829908 | Acc: 0.3063 | MSE: 0.10621941094390881| CS: ({'0': 0.8, '1': 0.84, '2': 0.67, '3': 0.83, '4': 0.72, '5': 0.76, '6': 0.69, '7': 0.86, '8': 0.81, '9': 0.85}, 0.78)
Train Epoch: 19 | Loss: 0.487197 | Acc: 0.8414| MSE: 0.0231 || V Loss: 3.5978| V Acc: 0.3465| V MSE: 0.1013| CS: ({'0': 0.82, '1': 0.84, '2': 0.81, '3': 0.8, '4': 0.72, '5': 0.81, '6': 0.73, '7': 0.82, '8': 0.79, '9': 0.78}, 0.79)
Test | NLL Loss: 3.752089 | Acc: 0.3219 | MSE: 0.10448199567703394| CS: ({'0': 0.85, '1': 0.84, '2': 0.75, '3': 0.77, '4': 0.74, '5': 0.79, '6': 0.76, '7': 0.87, '8': 0.82, '9': 0.84}, 0.8)
Train Epoch: 20 | Loss: 0.492893 | Acc: 0.8445| MSE: 0.0227 || V Loss: 3.6261| V Acc: 0.3223| V MSE: 0.1040| CS: ({'0': 0.81, '1': 0.87, '2': 0.71, '3': 0.88, '4': 0.77, '5': 0.87, '6': 0.83, '7': 0.83, '8': 0.87, '9': 0.75}, 0.82)
Test | NLL Loss: 3.986954 | Acc: 0.3201 | MSE: 0.10646748630859601| CS: ({'0': 0.79, '1': 0.86, '2': 0.78, '3': 0.69, '4': 0.76, '5': 0.85, '6': 0.77, '7': 0.87, '8': 0.82, '9': 0.81}, 0.8)
Train Epoch: 21 | Loss: 0.354842 | Acc: 0.8874| MSE: 0.0170 || V Loss: 3.9650| V Acc: 0.3359| V MSE: 0.1045| CS: ({'0': 0.86, '1': 0.78, '2': 0.69, '3': 0.86, '4': 0.77, '5': 0.83, '6': 0.78, '7': 0.82, '8': 0.82, '9': 0.91}, 0.81)
Test | NLL Loss: 4.155402 | Acc: 0.3156 | MSE: 0.10818440721819576| CS: ({'0': 0.82, '1': 0.84, '2': 0.78, '3': 0.8, '4': 0.74, '5': 0.83, '6': 0.75, '7': 0.89, '8': 0.79, '9': 0.89}, 0.81)
Train Epoch: 22 | Loss: 0.276888 | Acc: 0.9164| MSE: 0.0130 || V Loss: 4.1701| V Acc: 0.3332| V MSE: 0.1052| CS: ({'0': 0.81, '1': 0.86, '2': 0.64, '3': 0.94, '4': 0.86, '5': 0.8, '6': 0.77, '7': 0.89, '8': 0.87, '9': 0.88}, 0.83)
Test | NLL Loss: 4.409815 | Acc: 0.3141 | MSE: 0.1096032501076357| CS: ({'0': 0.84, '1': 0.88, '2': 0.78, '3': 0.82, '4': 0.76, '5': 0.84, '6': 0.81, '7': 0.87, '8': 0.86, '9': 0.86}, 0.83)
Train Epoch: 23 | Loss: 0.342767 | Acc: 0.8900| MSE: 0.0164 || V Loss: 4.2416| V Acc: 0.3395| V MSE: 0.1066| CS: ({'0': 0.81, '1': 0.92, '2': 0.7, '3': 0.93, '4': 0.78, '5': 0.83, '6': 0.73, '7': 0.9, '8': 0.89, '9': 0.84}, 0.83)
Test | NLL Loss: 4.702050 | Acc: 0.3107 | MSE: 0.11169971606601922| CS: ({'0': 0.84, '1': 0.89, '2': 0.79, '3': 0.83, '4': 0.8, '5': 0.86, '6': 0.79, '7': 0.9, '8': 0.86, '9': 0.88}, 0.84)
Train Epoch: 24 | Loss: 0.423156 | Acc: 0.8667| MSE: 0.0197 || V Loss: 4.5590| V Acc: 0.3453| V MSE: 0.1056| CS: ({'0': 0.75, '1': 0.84, '2': 0.75, '3': 0.86, '4': 0.86, '5': 0.91, '6': 0.83, '7': 0.92, '8': 0.88, '9': 0.81}, 0.84)
Test | NLL Loss: 4.889646 | Acc: 0.3079 | MSE: 0.11221546770189517| CS: ({'0': 0.81, '1': 0.87, '2': 0.81, '3': 0.78, '4': 0.76, '5': 0.86, '6': 0.82, '7': 0.91, '8': 0.86, '9': 0.84}, 0.83)
Train Epoch: 25 | Loss: 0.356852 | Acc: 0.8830| MSE: 0.0173 || V Loss: 4.5276| V Acc: 0.3492| V MSE: 0.1059| CS: ({'0': 0.79, '1': 0.86, '2': 0.8, '3': 0.97, '4': 0.82, '5': 0.9, '6': 0.82, '7': 0.88, '8': 0.91, '9': 0.81}, 0.86)
Test | NLL Loss: 4.811823 | Acc: 0.3161 | MSE: 0.11093211083556898| CS: ({'0': 0.84, '1': 0.87, '2': 0.79, '3': 0.82, '4': 0.79, '5': 0.86, '6': 0.8, '7': 0.88, '8': 0.88, '9': 0.87}, 0.84)
Train Epoch: 26 | Loss: 0.304600 | Acc: 0.9026| MSE: 0.0146 || V Loss: 4.7075| V Acc: 0.3125| V MSE: 0.1093| CS: ({'0': 0.81, '1': 0.96, '2': 0.76, '3': 0.85, '4': 0.88, '5': 0.89, '6': 0.79, '7': 0.96, '8': 0.85, '9': 0.91}, 0.87)
Test | NLL Loss: 5.216948 | Acc: 0.3037 | MSE: 0.11376345950288895| CS: ({'0': 0.86, '1': 0.89, '2': 0.77, '3': 0.82, '4': 0.82, '5': 0.85, '6': 0.83, '7': 0.92, '8': 0.81, '9': 0.85}, 0.84)
Train Epoch: 27 | Loss: 0.312366 | Acc: 0.8974| MSE: 0.0149 || V Loss: 4.9405| V Acc: 0.3375| V MSE: 0.1102| CS: ({'0': 0.84, '1': 0.94, '2': 0.68, '3': 0.86, '4': 0.81, '5': 0.81, '6': 0.82, '7': 0.88, '8': 0.91, '9': 0.89}, 0.84)
Test | NLL Loss: 5.097718 | Acc: 0.3109 | MSE: 0.11334851855477586| CS: ({'0': 0.84, '1': 0.89, '2': 0.82, '3': 0.84, '4': 0.8, '5': 0.85, '6': 0.84, '7': 0.89, '8': 0.9, '9': 0.89}, 0.86)
Train Epoch: 28 | Loss: 0.279535 | Acc: 0.9038| MSE: 0.0135 || V Loss: 4.9275| V Acc: 0.3441| V MSE: 0.1083| CS: ({'0': 0.82, '1': 0.91, '2': 0.7, '3': 0.85, '4': 0.9, '5': 0.87, '6': 0.85, '7': 0.8, '8': 0.85, '9': 0.91}, 0.85)
Test | NLL Loss: 5.131031 | Acc: 0.3126 | MSE: 0.11302046537304077| CS: ({'0': 0.87, '1': 0.9, '2': 0.82, '3': 0.83, '4': 0.82, '5': 0.88, '6': 0.85, '7': 0.89, '8': 0.86, '9': 0.88}, 0.86)
Train Epoch: 29 | Loss: 0.230057 | Acc: 0.9261| MSE: 0.0111 || V Loss: 5.1039| V Acc: 0.3504| V MSE: 0.1077| CS: ({'0': 0.78, '1': 0.91, '2': 0.76, '3': 0.95, '4': 0.86, '5': 0.89, '6': 0.8, '7': 0.84, '8': 0.87, '9': 0.9}, 0.86)
Test | NLL Loss: 5.453478 | Acc: 0.3179 | MSE: 0.11305885226391375| CS: ({'0': 0.89, '1': 0.86, '2': 0.79, '3': 0.83, '4': 0.82, '5': 0.89, '6': 0.82, '7': 0.91, '8': 0.88, '9': 0.91}, 0.86)
Train Epoch: 30 | Loss: 0.211874 | Acc: 0.9340| MSE: 0.0100 || V Loss: 5.4093| V Acc: 0.3375| V MSE: 0.1082| CS: ({'0': 0.83, '1': 0.92, '2': 0.89, '3': 0.98, '4': 0.83, '5': 0.88, '6': 0.86, '7': 0.86, '8': 0.88, '9': 0.9}, 0.88)
Test | NLL Loss: 5.531828 | Acc: 0.3199 | MSE: 0.1136312046275733| CS: ({'0': 0.86, '1': 0.91, '2': 0.84, '3': 0.86, '4': 0.82, '5': 0.92, '6': 0.83, '7': 0.9, '8': 0.85, '9': 0.86}, 0.86)
Train Epoch: 31 | Loss: 0.208875 | Acc: 0.9343| MSE: 0.0101 || V Loss: 5.3918| V Acc: 0.3375| V MSE: 0.1113| CS: ({'0': 0.89, '1': 0.86, '2': 0.8, '3': 0.92, '4': 0.8, '5': 0.86, '6': 0.89, '7': 0.95, '8': 0.9, '9': 0.91}, 0.88)
Test | NLL Loss: 5.602905 | Acc: 0.3236 | MSE: 0.11342691049313013| CS: ({'0': 0.91, '1': 0.9, '2': 0.84, '3': 0.85, '4': 0.83, '5': 0.9, '6': 0.87, '7': 0.91, '8': 0.87, '9': 0.9}, 0.88)
Train Epoch: 32 | Loss: 0.203021 | Acc: 0.9351| MSE: 0.0098 || V Loss: 5.6918| V Acc: 0.3055| V MSE: 0.1159| CS: ({'0': 0.92, '1': 0.91, '2': 0.94, '3': 0.85, '4': 0.82, '5': 0.88, '6': 0.85, '7': 0.9, '8': 0.89, '9': 0.91}, 0.89)
Test | NLL Loss: 5.793839 | Acc: 0.3151 | MSE: 0.11545067278150552| CS: ({'0': 0.93, '1': 0.92, '2': 0.81, '3': 0.87, '4': 0.83, '5': 0.86, '6': 0.87, '7': 0.92, '8': 0.84, '9': 0.91}, 0.88)
Train Epoch: 33 | Loss: 0.287486 | Acc: 0.9211| MSE: 0.0125 || V Loss: 5.9295| V Acc: 0.3125| V MSE: 0.1141| CS: ({'0': 0.88, '1': 0.91, '2': 0.79, '3': 0.97, '4': 0.87, '5': 0.93, '6': 0.89, '7': 0.88, '8': 0.92, '9': 0.93}, 0.9)
Test | NLL Loss: 6.024634 | Acc: 0.3195 | MSE: 0.11518185676191561| CS: ({'0': 0.9, '1': 0.91, '2': 0.83, '3': 0.86, '4': 0.85, '5': 0.9, '6': 0.84, '7': 0.91, '8': 0.9, '9': 0.91}, 0.88)
Train Epoch: 34 | Loss: 0.363153 | Acc: 0.8997| MSE: 0.0155 || V Loss: 5.9231| V Acc: 0.3203| V MSE: 0.1156| CS: ({'0': 0.92, '1': 0.89, '2': 0.72, '3': 0.94, '4': 0.74, '5': 0.87, '6': 0.81, '7': 0.88, '8': 0.93, '9': 0.94}, 0.86)
Test | NLL Loss: 6.078823 | Acc: 0.3186 | MSE: 0.11482072369263957| CS: ({'0': 0.88, '1': 0.92, '2': 0.83, '3': 0.88, '4': 0.81, '5': 0.9, '6': 0.85, '7': 0.9, '8': 0.91, '9': 0.9}, 0.88)
Train Epoch: 35 | Loss: 0.364687 | Acc: 0.8895| MSE: 0.0163 || V Loss: 5.8642| V Acc: 0.3293| V MSE: 0.1147| CS: ({'0': 0.89, '1': 0.85, '2': 0.75, '3': 0.95, '4': 0.78, '5': 0.84, '6': 0.77, '7': 0.9, '8': 0.92, '9': 0.87}, 0.85)
Test | NLL Loss: 6.088412 | Acc: 0.3033 | MSE: 0.11795812359633157| CS: ({'0': 0.87, '1': 0.91, '2': 0.85, '3': 0.87, '4': 0.83, '5': 0.87, '6': 0.84, '7': 0.92, '8': 0.9, '9': 0.89}, 0.88)
Train Epoch: 36 | Loss: 0.265224 | Acc: 0.9220| MSE: 0.0120 || V Loss: 5.8843| V Acc: 0.3270| V MSE: 0.1160| CS: ({'0': 0.84, '1': 0.85, '2': 0.77, '3': 0.96, '4': 0.71, '5': 0.9, '6': 0.81, '7': 0.88, '8': 0.92, '9': 0.9}, 0.85)
Test | NLL Loss: 6.184144 | Acc: 0.3139 | MSE: 0.1169819875409047| CS: ({'0': 0.9, '1': 0.9, '2': 0.83, '3': 0.86, '4': 0.84, '5': 0.9, '6': 0.86, '7': 0.91, '8': 0.91, '9': 0.91}, 0.88)
Train Epoch: 37 | Loss: 0.191353 | Acc: 0.9340| MSE: 0.0094 || V Loss: 5.9942| V Acc: 0.3680| V MSE: 0.1091| CS: ({'0': 0.88, '1': 0.89, '2': 0.73, '3': 0.83, '4': 0.76, '5': 0.89, '6': 0.8, '7': 0.93, '8': 0.93, '9': 0.91}, 0.85)
Test | NLL Loss: 6.237818 | Acc: 0.3100 | MSE: 0.11719523834439512| CS: ({'0': 0.89, '1': 0.89, '2': 0.84, '3': 0.89, '4': 0.79, '5': 0.9, '6': 0.85, '7': 0.92, '8': 0.9, '9': 0.9}, 0.88)
Train Epoch: 38 | Loss: 0.151299 | Acc: 0.9538| MSE: 0.0070 || V Loss: 5.9836| V Acc: 0.3367| V MSE: 0.1136| CS: ({'0': 0.83, '1': 0.94, '2': 0.81, '3': 1.0, '4': 0.75, '5': 0.88, '6': 0.79, '7': 0.89, '8': 0.92, '9': 0.92}, 0.87)
Test | NLL Loss: 6.120462 | Acc: 0.3090 | MSE: 0.11658920600010564| CS: ({'0': 0.9, '1': 0.9, '2': 0.83, '3': 0.86, '4': 0.81, '5': 0.89, '6': 0.85, '7': 0.91, '8': 0.89, '9': 0.9}, 0.87)
Train Epoch: 39 | Loss: 0.097538 | Acc: 0.9665| MSE: 0.0050 || V Loss: 6.2723| V Acc: 0.3414| V MSE: 0.1134| CS: ({'0': 0.94, '1': 0.88, '2': 0.83, '3': 0.94, '4': 0.89, '5': 0.93, '6': 0.83, '7': 0.84, '8': 0.94, '9': 0.94}, 0.9)
Test | NLL Loss: 6.256946 | Acc: 0.3210 | MSE: 0.11512603279881584| CS: ({'0': 0.89, '1': 0.93, '2': 0.86, '3': 0.86, '4': 0.84, '5': 0.93, '6': 0.86, '7': 0.92, '8': 0.91, '9': 0.91}, 0.89)
Train Epoch: 40 | Loss: 0.082190 | Acc: 0.9754| MSE: 0.0039 || V Loss: 6.0173| V Acc: 0.3418| V MSE: 0.1140| CS: ({'0': 0.93, '1': 0.95, '2': 0.82, '3': 1.0, '4': 0.9, '5': 0.89, '6': 0.78, '7': 0.89, '8': 0.95, '9': 0.94}, 0.9)
Test | NLL Loss: 6.246949 | Acc: 0.3215 | MSE: 0.11548090840395266| CS: ({'0': 0.92, '1': 0.92, '2': 0.84, '3': 0.87, '4': 0.84, '5': 0.89, '6': 0.87, '7': 0.91, '8': 0.91, '9': 0.91}, 0.89)
Train Epoch: 41 | Loss: 0.055969 | Acc: 0.9836| MSE: 0.0026 || V Loss: 6.3372| V Acc: 0.3285| V MSE: 0.1170| CS: ({'0': 0.89, '1': 0.9, '2': 0.74, '3': 1.0, '4': 0.87, '5': 0.85, '6': 0.93, '7': 0.86, '8': 0.94, '9': 0.88}, 0.89)
