Config: 
 {
  "model_name": "dsc_cifar_100p_data_100p_params",
  "num_classes": 10,
  "in_features": 1024,
  "epochs": 100,
  "batch_size": 32,
  "lr": 0.01,
  "lr_decay": false,
  "train_p": 90.0,
  "test_p": 100,
  "dnn_config": {
    "layers": [
      150,
      100,
      10
    ]
  },
  "early_stopping": true,
  "patience": 5,
  "valid_p": 10.0,
  "optimizer": "adam"
} 

CIFAR-10 Dataset:
Training on 45000 samples (90.0% of 50000) 
Valid on 5000 samples (10.0% of 50000)
Test on 10000 samples (100% of 10000)

Files already downloaded and verified
Files already downloaded and verified
Running test for every 1 epoch
Model: 

LinearClassifierDSC(
  (layers): ModuleList(
    (0): Linear(in_features=1024, out_features=150, bias=True)
    (1): Linear(in_features=1174, out_features=100, bias=True)
    (2): Linear(in_features=1274, out_features=10, bias=True)
  )
  (relu_activation): ReLU()
  (softmax_activation): LogSoftmax()
)


Summary: 

----------------------------------------------------------------
        Layer (type)               Output Shape         Param #
================================================================
            Linear-1                  [-1, 150]         153,750
              ReLU-2                  [-1, 150]               0
            Linear-3                  [-1, 100]         117,500
              ReLU-4                  [-1, 100]               0
            Linear-5                   [-1, 10]          12,750
            Linear-6                   [-1, 10]          12,750
        LogSoftmax-7                   [-1, 10]               0
================================================================
Total params: 296,750
Trainable params: 296,750
Non-trainable params: 0
----------------------------------------------------------------
Input size (MB): 0.00
Forward/backward pass size (MB): 0.00
Params size (MB): 1.13
Estimated Total Size (MB): 1.14
----------------------------------------------------------------


Train Epoch: 1 | Loss: 2.101033 | Acc: 0.3038| MSE: 0.0848 || V Loss: 1.8425| V Acc: 0.3591| V MSE: 0.0785| CS: ({'0': 0.46, '1': 0.56, '2': 0.51, '3': 0.4, '4': 0.33, '5': 0.59, '6': 0.39, '7': 0.55, '8': 0.51, '9': 0.53}, 0.48)
Test | NLL Loss: 1.591861 | Acc: 0.4459 | MSE: 0.06946763639061596| CS: ({'0': 0.57, '1': 0.66, '2': 0.48, '3': 0.42, '4': 0.42, '5': 0.57, '6': 0.55, '7': 0.67, '8': 0.57, '9': 0.63}, 0.55)
Train Epoch: 7 | Loss: 1.403954 | Acc: 0.5058| MSE: 0.0631 || V Loss: 1.6104| V Acc: 0.4445| V MSE: 0.0700| CS: ({'0': 0.62, '1': 0.71, '2': 0.54, '3': 0.46, '4': 0.44, '5': 0.54, '6': 0.6, '7': 0.68, '8': 0.64, '9': 0.59}, 0.58)
Test | NLL Loss: 1.625937 | Acc: 0.4346 | MSE: 0.07070793643498573| CS: ({'0': 0.62, '1': 0.69, '2': 0.55, '3': 0.46, '4': 0.45, '5': 0.56, '6': 0.61, '7': 0.69, '8': 0.63, '9': 0.61}, 0.59)
Train Epoch: 8 | Loss: 1.361023 | Acc: 0.5209| MSE: 0.0613 || V Loss: 1.5893| V Acc: 0.4590| V MSE: 0.0689| CS: ({'0': 0.65, '1': 0.7, '2': 0.48, '3': 0.44, '4': 0.47, '5': 0.55, '6': 0.61, '7': 0.72, '8': 0.62, '9': 0.63}, 0.59)
Test | NLL Loss: 1.626647 | Acc: 0.4368 | MSE: 0.07082776125437154| CS: ({'0': 0.65, '1': 0.69, '2': 0.49, '3': 0.43, '4': 0.46, '5': 0.54, '6': 0.6, '7': 0.71, '8': 0.62, '9': 0.65}, 0.58)
Train Epoch: 9 | Loss: 1.314870 | Acc: 0.5344| MSE: 0.0596 || V Loss: 1.5982| V Acc: 0.4496| V MSE: 0.0691| CS: ({'0': 0.66, '1': 0.74, '2': 0.49, '3': 0.46, '4': 0.47, '5': 0.55, '6': 0.57, '7': 0.71, '8': 0.63, '9': 0.63}, 0.59)
Test | NLL Loss: 1.640254 | Acc: 0.4415 | MSE: 0.07062338328304382| CS: ({'0': 0.66, '1': 0.71, '2': 0.5, '3': 0.43, '4': 0.45, '5': 0.56, '6': 0.57, '7': 0.72, '8': 0.63, '9': 0.64}, 0.59)
Train Epoch: 10 | Loss: 1.276449 | Acc: 0.5494| MSE: 0.0580 || V Loss: 1.6312| V Acc: 0.4429| V MSE: 0.0701| CS: ({'0': 0.64, '1': 0.69, '2': 0.55, '3': 0.48, '4': 0.5, '5': 0.56, '6': 0.6, '7': 0.74, '8': 0.64, '9': 0.61}, 0.6)
Test | NLL Loss: 1.668192 | Acc: 0.4351 | MSE: 0.0714619101498264| CS: ({'0': 0.66, '1': 0.69, '2': 0.54, '3': 0.47, '4': 0.5, '5': 0.57, '6': 0.6, '7': 0.72, '8': 0.65, '9': 0.63}, 0.6)
Train Epoch: 11 | Loss: 1.242031 | Acc: 0.5651| MSE: 0.0565 || V Loss: 1.6348| V Acc: 0.4508| V MSE: 0.0701| CS: ({'0': 0.66, '1': 0.7, '2': 0.54, '3': 0.47, '4': 0.41, '5': 0.58, '6': 0.63, '7': 0.71, '8': 0.65, '9': 0.69}, 0.6)
Test | NLL Loss: 1.660931 | Acc: 0.4388 | MSE: 0.07139920396879078| CS: ({'0': 0.66, '1': 0.7, '2': 0.53, '3': 0.46, '4': 0.44, '5': 0.59, '6': 0.64, '7': 0.71, '8': 0.65, '9': 0.69}, 0.61)
Train Epoch: 12 | Loss: 1.208469 | Acc: 0.5747| MSE: 0.0553 || V Loss: 1.6269| V Acc: 0.4560| V MSE: 0.0697| CS: ({'0': 0.65, '1': 0.7, '2': 0.56, '3': 0.47, '4': 0.47, '5': 0.57, '6': 0.63, '7': 0.76, '8': 0.68, '9': 0.66}, 0.61)
Test | NLL Loss: 1.672465 | Acc: 0.4374 | MSE: 0.07163856197565127| CS: ({'0': 0.65, '1': 0.69, '2': 0.57, '3': 0.49, '4': 0.47, '5': 0.58, '6': 0.62, '7': 0.74, '8': 0.68, '9': 0.65}, 0.61)
Train Epoch: 13 | Loss: 1.174260 | Acc: 0.5878| MSE: 0.0537 || V Loss: 1.6812| V Acc: 0.4482| V MSE: 0.0712| CS: ({'0': 0.7, '1': 0.72, '2': 0.6, '3': 0.47, '4': 0.53, '5': 0.59, '6': 0.67, '7': 0.77, '8': 0.68, '9': 0.67}, 0.64)
Test | NLL Loss: 1.714589 | Acc: 0.4446 | MSE: 0.07209821138233423| CS: ({'0': 0.7, '1': 0.71, '2': 0.6, '3': 0.46, '4': 0.52, '5': 0.62, '6': 0.67, '7': 0.75, '8': 0.67, '9': 0.68}, 0.64)
Train Epoch: 14 | Loss: 1.147234 | Acc: 0.5975| MSE: 0.0527 || V Loss: 1.6944| V Acc: 0.4510| V MSE: 0.0710| CS: ({'0': 0.66, '1': 0.76, '2': 0.55, '3': 0.48, '4': 0.52, '5': 0.63, '6': 0.66, '7': 0.76, '8': 0.69, '9': 0.65}, 0.64)
Test | NLL Loss: 1.751937 | Acc: 0.4326 | MSE: 0.07333668645102376| CS: ({'0': 0.66, '1': 0.74, '2': 0.56, '3': 0.5, '4': 0.51, '5': 0.64, '6': 0.63, '7': 0.75, '8': 0.68, '9': 0.66}, 0.63)
Train Epoch: 15 | Loss: 1.116632 | Acc: 0.6075| MSE: 0.0515 || V Loss: 1.7174| V Acc: 0.4518| V MSE: 0.0714| CS: ({'0': 0.7, '1': 0.75, '2': 0.57, '3': 0.5, '4': 0.49, '5': 0.58, '6': 0.7, '7': 0.76, '8': 0.72, '9': 0.69}, 0.65)
Test | NLL Loss: 1.750981 | Acc: 0.4297 | MSE: 0.07321433632518537| CS: ({'0': 0.69, '1': 0.74, '2': 0.58, '3': 0.49, '4': 0.5, '5': 0.59, '6': 0.69, '7': 0.75, '8': 0.71, '9': 0.72}, 0.65)
Train Epoch: 16 | Loss: 1.087335 | Acc: 0.6194| MSE: 0.0502 || V Loss: 1.7512| V Acc: 0.4496| V MSE: 0.0725| CS: ({'0': 0.67, '1': 0.78, '2': 0.63, '3': 0.49, '4': 0.58, '5': 0.62, '6': 0.69, '7': 0.76, '8': 0.69, '9': 0.68}, 0.66)
Test | NLL Loss: 1.821104 | Acc: 0.4292 | MSE: 0.07493836712389708| CS: ({'0': 0.69, '1': 0.76, '2': 0.62, '3': 0.5, '4': 0.56, '5': 0.65, '6': 0.7, '7': 0.76, '8': 0.68, '9': 0.7}, 0.66)
Train Epoch: 17 | Loss: 1.061992 | Acc: 0.6252| MSE: 0.0492 || V Loss: 1.7709| V Acc: 0.4441| V MSE: 0.0729| CS: ({'0': 0.7, '1': 0.76, '2': 0.57, '3': 0.54, '4': 0.58, '5': 0.59, '6': 0.71, '7': 0.79, '8': 0.72, '9': 0.72}, 0.67)
Test | NLL Loss: 1.846837 | Acc: 0.4242 | MSE: 0.07517264965481271| CS: ({'0': 0.7, '1': 0.77, '2': 0.59, '3': 0.54, '4': 0.56, '5': 0.61, '6': 0.7, '7': 0.79, '8': 0.74, '9': 0.73}, 0.67)
Train Epoch: 18 | Loss: 1.037907 | Acc: 0.6359| MSE: 0.0482 || V Loss: 1.8178| V Acc: 0.4407| V MSE: 0.0733| CS: ({'0': 0.73, '1': 0.77, '2': 0.62, '3': 0.54, '4': 0.57, '5': 0.6, '6': 0.66, '7': 0.8, '8': 0.76, '9': 0.69}, 0.67)
Test | NLL Loss: 1.861574 | Acc: 0.4289 | MSE: 0.07489806823075389| CS: ({'0': 0.74, '1': 0.77, '2': 0.62, '3': 0.53, '4': 0.55, '5': 0.61, '6': 0.67, '7': 0.77, '8': 0.77, '9': 0.7}, 0.67)
Train Epoch: 19 | Loss: 1.017370 | Acc: 0.6401| MSE: 0.0473 || V Loss: 1.8365| V Acc: 0.4411| V MSE: 0.0739| CS: ({'0': 0.74, '1': 0.75, '2': 0.63, '3': 0.54, '4': 0.56, '5': 0.61, '6': 0.7, '7': 0.81, '8': 0.75, '9': 0.73}, 0.68)
Test | NLL Loss: 1.863886 | Acc: 0.4287 | MSE: 0.07503645961134198| CS: ({'0': 0.75, '1': 0.74, '2': 0.64, '3': 0.52, '4': 0.56, '5': 0.63, '6': 0.69, '7': 0.81, '8': 0.76, '9': 0.73}, 0.68)
Train Epoch: 20 | Loss: 0.991757 | Acc: 0.6533| MSE: 0.0463 || V Loss: 1.8637| V Acc: 0.4457| V MSE: 0.0740| CS: ({'0': 0.7, '1': 0.77, '2': 0.64, '3': 0.55, '4': 0.57, '5': 0.63, '6': 0.71, '7': 0.8, '8': 0.77, '9': 0.72}, 0.69)
Test | NLL Loss: 1.903751 | Acc: 0.4269 | MSE: 0.07571107666856183| CS: ({'0': 0.73, '1': 0.75, '2': 0.65, '3': 0.53, '4': 0.59, '5': 0.64, '6': 0.72, '7': 0.8, '8': 0.79, '9': 0.73}, 0.69)
Train Epoch: 21 | Loss: 0.974293 | Acc: 0.6607| MSE: 0.0453 || V Loss: 1.8787| V Acc: 0.4465| V MSE: 0.0745| CS: ({'0': 0.72, '1': 0.78, '2': 0.63, '3': 0.57, '4': 0.62, '5': 0.62, '6': 0.7, '7': 0.83, '8': 0.77, '9': 0.74}, 0.7)
Test | NLL Loss: 1.944840 | Acc: 0.4258 | MSE: 0.07637942419313014| CS: ({'0': 0.74, '1': 0.77, '2': 0.63, '3': 0.56, '4': 0.61, '5': 0.64, '6': 0.7, '7': 0.81, '8': 0.77, '9': 0.74}, 0.7)
Train Epoch: 22 | Loss: 0.955781 | Acc: 0.6643| MSE: 0.0448 || V Loss: 1.8987| V Acc: 0.4397| V MSE: 0.0752| CS: ({'0': 0.74, '1': 0.81, '2': 0.66, '3': 0.55, '4': 0.6, '5': 0.64, '6': 0.68, '7': 0.81, '8': 0.73, '9': 0.75}, 0.7)
Test | NLL Loss: 1.956555 | Acc: 0.4222 | MSE: 0.07685195674863868| CS: ({'0': 0.75, '1': 0.8, '2': 0.68, '3': 0.55, '4': 0.58, '5': 0.66, '6': 0.69, '7': 0.8, '8': 0.74, '9': 0.75}, 0.7)
Train Epoch: 23 | Loss: 0.931036 | Acc: 0.6729| MSE: 0.0436 || V Loss: 1.9443| V Acc: 0.4494| V MSE: 0.0749| CS: ({'0': 0.76, '1': 0.79, '2': 0.65, '3': 0.58, '4': 0.63, '5': 0.63, '6': 0.7, '7': 0.82, '8': 0.76, '9': 0.73}, 0.71)
Test | NLL Loss: 2.014611 | Acc: 0.4249 | MSE: 0.07755901193180785| CS: ({'0': 0.78, '1': 0.77, '2': 0.66, '3': 0.55, '4': 0.61, '5': 0.64, '6': 0.71, '7': 0.81, '8': 0.79, '9': 0.77}, 0.71)
Train Epoch: 24 | Loss: 0.912960 | Acc: 0.6799| MSE: 0.0429 || V Loss: 1.9735| V Acc: 0.4403| V MSE: 0.0761| CS: ({'0': 0.75, '1': 0.78, '2': 0.63, '3': 0.54, '4': 0.64, '5': 0.64, '6': 0.75, '7': 0.81, '8': 0.75, '9': 0.76}, 0.7)
Test | NLL Loss: 2.012997 | Acc: 0.4228 | MSE: 0.07748868454473849| CS: ({'0': 0.75, '1': 0.78, '2': 0.65, '3': 0.55, '4': 0.63, '5': 0.64, '6': 0.73, '7': 0.82, '8': 0.78, '9': 0.77}, 0.71)
Train Epoch: 25 | Loss: 0.893560 | Acc: 0.6888| MSE: 0.0419 || V Loss: 1.9813| V Acc: 0.4349| V MSE: 0.0759| CS: ({'0': 0.75, '1': 0.82, '2': 0.67, '3': 0.58, '4': 0.64, '5': 0.66, '6': 0.71, '7': 0.82, '8': 0.74, '9': 0.74}, 0.71)
Test | NLL Loss: 2.075875 | Acc: 0.4155 | MSE: 0.07887763793047625| CS: ({'0': 0.76, '1': 0.8, '2': 0.67, '3': 0.58, '4': 0.63, '5': 0.66, '6': 0.71, '7': 0.82, '8': 0.75, '9': 0.76}, 0.71)
Train Epoch: 26 | Loss: 0.880371 | Acc: 0.6917| MSE: 0.0414 || V Loss: 2.0441| V Acc: 0.4395| V MSE: 0.0768| CS: ({'0': 0.74, '1': 0.83, '2': 0.63, '3': 0.62, '4': 0.62, '5': 0.67, '6': 0.76, '7': 0.83, '8': 0.76, '9': 0.75}, 0.72)
Test | NLL Loss: 2.104482 | Acc: 0.4251 | MSE: 0.07864086909558826| CS: ({'0': 0.76, '1': 0.83, '2': 0.64, '3': 0.59, '4': 0.6, '5': 0.69, '6': 0.75, '7': 0.83, '8': 0.78, '9': 0.75}, 0.72)
Train Epoch: 27 | Loss: 0.861572 | Acc: 0.7008| MSE: 0.0406 || V Loss: 2.0626| V Acc: 0.4323| V MSE: 0.0775| CS: ({'0': 0.73, '1': 0.83, '2': 0.71, '3': 0.57, '4': 0.67, '5': 0.65, '6': 0.72, '7': 0.82, '8': 0.74, '9': 0.74}, 0.72)
Test | NLL Loss: 2.123946 | Acc: 0.4147 | MSE: 0.07966562459310784| CS: ({'0': 0.74, '1': 0.8, '2': 0.71, '3': 0.57, '4': 0.62, '5': 0.65, '6': 0.71, '7': 0.82, '8': 0.77, '9': 0.76}, 0.71)
Train Epoch: 28 | Loss: 0.849543 | Acc: 0.7034| MSE: 0.0402 || V Loss: 2.1095| V Acc: 0.4287| V MSE: 0.0783| CS: ({'0': 0.78, '1': 0.83, '2': 0.69, '3': 0.62, '4': 0.68, '5': 0.67, '6': 0.75, '7': 0.85, '8': 0.78, '9': 0.78}, 0.74)
Test | NLL Loss: 2.190642 | Acc: 0.4186 | MSE: 0.0803317030588278| CS: ({'0': 0.81, '1': 0.82, '2': 0.67, '3': 0.59, '4': 0.66, '5': 0.68, '6': 0.77, '7': 0.83, '8': 0.79, '9': 0.77}, 0.74)
Train Epoch: 29 | Loss: 0.834100 | Acc: 0.7087| MSE: 0.0394 || V Loss: 2.1134| V Acc: 0.4391| V MSE: 0.0772| CS: ({'0': 0.78, '1': 0.82, '2': 0.67, '3': 0.63, '4': 0.67, '5': 0.67, '6': 0.74, '7': 0.82, '8': 0.82, '9': 0.76}, 0.74)
Test | NLL Loss: 2.193394 | Acc: 0.4188 | MSE: 0.08041135540690285| CS: ({'0': 0.77, '1': 0.82, '2': 0.69, '3': 0.57, '4': 0.64, '5': 0.69, '6': 0.75, '7': 0.83, '8': 0.82, '9': 0.77}, 0.73)
Train Epoch: 30 | Loss: 0.818653 | Acc: 0.7139| MSE: 0.0387 || V Loss: 2.1315| V Acc: 0.4373| V MSE: 0.0780| CS: ({'0': 0.75, '1': 0.83, '2': 0.7, '3': 0.59, '4': 0.67, '5': 0.65, '6': 0.77, '7': 0.84, '8': 0.81, '9': 0.79}, 0.74)
Test | NLL Loss: 2.228733 | Acc: 0.4158 | MSE: 0.08092349423720432| CS: ({'0': 0.77, '1': 0.8, '2': 0.71, '3': 0.58, '4': 0.65, '5': 0.67, '6': 0.76, '7': 0.85, '8': 0.82, '9': 0.78}, 0.74)
Train Epoch: 31 | Loss: 0.806409 | Acc: 0.7177| MSE: 0.0383 || V Loss: 2.2454| V Acc: 0.4250| V MSE: 0.0798| CS: ({'0': 0.78, '1': 0.84, '2': 0.69, '3': 0.62, '4': 0.65, '5': 0.71, '6': 0.74, '7': 0.85, '8': 0.82, '9': 0.77}, 0.75)
Test | NLL Loss: 2.298125 | Acc: 0.4090 | MSE: 0.08232047709936913| CS: ({'0': 0.8, '1': 0.83, '2': 0.71, '3': 0.56, '4': 0.63, '5': 0.71, '6': 0.77, '7': 0.85, '8': 0.82, '9': 0.78}, 0.75)
Train Epoch: 32 | Loss: 0.791947 | Acc: 0.7229| MSE: 0.0375 || V Loss: 2.2533| V Acc: 0.4277| V MSE: 0.0798| CS: ({'0': 0.81, '1': 0.84, '2': 0.7, '3': 0.64, '4': 0.65, '5': 0.67, '6': 0.76, '7': 0.84, '8': 0.78, '9': 0.78}, 0.75)
Test | NLL Loss: 2.331738 | Acc: 0.4126 | MSE: 0.08234418687014915| CS: ({'0': 0.8, '1': 0.84, '2': 0.73, '3': 0.62, '4': 0.64, '5': 0.67, '6': 0.76, '7': 0.86, '8': 0.8, '9': 0.79}, 0.75)
Train Epoch: 33 | Loss: 0.776141 | Acc: 0.7281| MSE: 0.0369 || V Loss: 2.2685| V Acc: 0.4359| V MSE: 0.0798| CS: ({'0': 0.78, '1': 0.86, '2': 0.67, '3': 0.64, '4': 0.67, '5': 0.65, '6': 0.77, '7': 0.84, '8': 0.81, '9': 0.79}, 0.75)
Test | NLL Loss: 2.319595 | Acc: 0.4198 | MSE: 0.08175576694857198| CS: ({'0': 0.8, '1': 0.83, '2': 0.69, '3': 0.64, '4': 0.65, '5': 0.67, '6': 0.77, '7': 0.84, '8': 0.82, '9': 0.8}, 0.75)
Train Epoch: 34 | Loss: 0.764443 | Acc: 0.7348| MSE: 0.0363 || V Loss: 2.2871| V Acc: 0.4319| V MSE: 0.0798| CS: ({'0': 0.79, '1': 0.83, '2': 0.72, '3': 0.61, '4': 0.69, '5': 0.71, '6': 0.78, '7': 0.83, '8': 0.8, '9': 0.77}, 0.75)
Test | NLL Loss: 2.336586 | Acc: 0.4192 | MSE: 0.08202387868596342| CS: ({'0': 0.81, '1': 0.82, '2': 0.73, '3': 0.6, '4': 0.66, '5': 0.7, '6': 0.78, '7': 0.84, '8': 0.81, '9': 0.78}, 0.75)
Train Epoch: 35 | Loss: 0.751139 | Acc: 0.7376| MSE: 0.0358 || V Loss: 2.3380| V Acc: 0.4301| V MSE: 0.0814| CS: ({'0': 0.79, '1': 0.85, '2': 0.72, '3': 0.59, '4': 0.68, '5': 0.68, '6': 0.77, '7': 0.83, '8': 0.82, '9': 0.78}, 0.75)
Test | NLL Loss: 2.384624 | Acc: 0.4138 | MSE: 0.08303594583282456| CS: ({'0': 0.77, '1': 0.83, '2': 0.75, '3': 0.59, '4': 0.66, '5': 0.69, '6': 0.78, '7': 0.84, '8': 0.84, '9': 0.81}, 0.76)
Train Epoch: 36 | Loss: 0.740178 | Acc: 0.7424| MSE: 0.0353 || V Loss: 2.3492| V Acc: 0.4208| V MSE: 0.0817| CS: ({'0': 0.76, '1': 0.85, '2': 0.73, '3': 0.63, '4': 0.71, '5': 0.71, '6': 0.8, '7': 0.85, '8': 0.81, '9': 0.8}, 0.76)
Test | NLL Loss: 2.431967 | Acc: 0.4097 | MSE: 0.08382983286731159| CS: ({'0': 0.79, '1': 0.84, '2': 0.71, '3': 0.65, '4': 0.69, '5': 0.71, '6': 0.79, '7': 0.85, '8': 0.82, '9': 0.81}, 0.77)
Train Epoch: 37 | Loss: 0.729590 | Acc: 0.7460| MSE: 0.0348 || V Loss: 2.3261| V Acc: 0.4305| V MSE: 0.0807| CS: ({'0': 0.84, '1': 0.84, '2': 0.73, '3': 0.63, '4': 0.67, '5': 0.67, '6': 0.77, '7': 0.85, '8': 0.82, '9': 0.81}, 0.76)
Test | NLL Loss: 2.420903 | Acc: 0.4093 | MSE: 0.08369356066512224| CS: ({'0': 0.83, '1': 0.83, '2': 0.73, '3': 0.63, '4': 0.67, '5': 0.67, '6': 0.78, '7': 0.85, '8': 0.85, '9': 0.82}, 0.77)
Train Epoch: 38 | Loss: 0.715041 | Acc: 0.7510| MSE: 0.0342 || V Loss: 2.4798| V Acc: 0.4252| V MSE: 0.0824| CS: ({'0': 0.81, '1': 0.84, '2': 0.7, '3': 0.66, '4': 0.72, '5': 0.71, '6': 0.81, '7': 0.85, '8': 0.82, '9': 0.83}, 0.78)
Test | NLL Loss: 2.529254 | Acc: 0.4101 | MSE: 0.08464806704237439| CS: ({'0': 0.81, '1': 0.83, '2': 0.71, '3': 0.64, '4': 0.7, '5': 0.73, '6': 0.81, '7': 0.87, '8': 0.82, '9': 0.81}, 0.77)
Train Epoch: 39 | Loss: 0.707535 | Acc: 0.7551| MSE: 0.0338 || V Loss: 2.4603| V Acc: 0.4202| V MSE: 0.0825| CS: ({'0': 0.78, '1': 0.88, '2': 0.71, '3': 0.68, '4': 0.68, '5': 0.71, '6': 0.81, '7': 0.85, '8': 0.78, '9': 0.82}, 0.77)
Test | NLL Loss: 2.529925 | Acc: 0.4127 | MSE: 0.08440130883560013| CS: ({'0': 0.8, '1': 0.85, '2': 0.73, '3': 0.66, '4': 0.67, '5': 0.73, '6': 0.79, '7': 0.85, '8': 0.82, '9': 0.82}, 0.77)
Train Epoch: 40 | Loss: 0.691645 | Acc: 0.7586| MSE: 0.0332 || V Loss: 2.4329| V Acc: 0.4329| V MSE: 0.0816| CS: ({'0': 0.8, '1': 0.87, '2': 0.71, '3': 0.66, '4': 0.7, '5': 0.73, '6': 0.79, '7': 0.83, '8': 0.82, '9': 0.81}, 0.77)
Test | NLL Loss: 2.486240 | Acc: 0.4181 | MSE: 0.08384046528619318| CS: ({'0': 0.82, '1': 0.84, '2': 0.74, '3': 0.64, '4': 0.65, '5': 0.74, '6': 0.79, '7': 0.85, '8': 0.84, '9': 0.82}, 0.77)
Train Epoch: 41 | Loss: 0.683724 | Acc: 0.7602| MSE: 0.0328 || V Loss: 2.5555| V Acc: 0.4164| V MSE: 0.0836| CS: ({'0': 0.81, '1': 0.87, '2': 0.76, '3': 0.66, '4': 0.72, '5': 0.69, '6': 0.8, '7': 0.87, '8': 0.81, '9': 0.84}, 0.78)
